	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0021256	KRH41705				
OG0021257	KRH45279				
OG0021258	KRH45282				
OG0021259	KRH45281				
OG0021260	KRH45283				
OG0021261	KRH45284				
OG0021262	KRH45280				
OG0021263	KRH45404				
OG0021264	KRH44057				
OG0021265	KRH44058				
OG0021266	KRH44654				
OG0021267	KRH41217				
OG0021268	KRH40989				
OG0021269	KRH45048				
OG0021270	KRH43050				
OG0021271	KRH43051				
OG0021272	KRH44834				
OG0021273	KRH44836				
OG0021274	KRH44835				
OG0021275	KRH42917				
OG0021276	KRH42274				
OG0021277	KRH43365				
OG0021278	KRH45615				
OG0021279	KRH42588				
OG0021280	KRH42422				
OG0021281	KRH42944				
OG0021282	KRH41267				
OG0021283	KRH45515				
OG0021284	KRH46221				
OG0021285	KRH44890				
OG0021286	KRH45570				
OG0021287	KRH45939				
OG0021288	KRH43518				
OG0021289	KRH44949				
OG0021290	KRH46631				
OG0021291	KRH46630				
OG0021292	KRH43139				
OG0021293	KRH43140				
OG0021294	KRH43141				
OG0021295	KRH43137				
OG0021296	KRH46401				
OG0021297	KRH42657				
OG0021298	KRH42656				
OG0021299	KRH42655				
OG0021300	KRH41243				
OG0021301	KRH44669				
OG0021302	KRH43475				
OG0021303	KRH45571				
OG0021304	KRH46431				
OG0021305	KRH45737				
OG0021306	KRH46193				
OG0021307	KRH45101				
OG0021308	KRH42028				
OG0021309	KRH42030				
OG0021310	KRH42029				
OG0021311	KRH42661				
OG0021312	KRH43329				
OG0021313	KRH46952				
OG0021314	KRH41449				
OG0021315	KRH41450				
OG0021316	KRH41708				
OG0021317	KRH41709				
OG0021318	KRH41874				
OG0021319	KRH40991				
OG0021320	KRH42310				
OG0021321	KRH40993				
OG0021322	KRH41803				
OG0021323	KRH41802				
OG0021324	KRH44715				
OG0021325	KRH46704				
OG0021326	KRH43890				
OG0021327	KRH41289				
OG0021328	KRH41937				
OG0021329	KRH42606				
OG0021330	KRH42607				
OG0021331	KRH42608				
OG0021332	KRH43960				
OG0021333	KRH45313				
OG0021334	KRH45562				
OG0021335	KRH43371				
OG0021336	KRH43372				
OG0021337	KRH42252				
OG0021338	KRH42253				
OG0021339	KRH43446				
OG0021340	KRH43524				
OG0021341	KRH43525				
OG0021342	KRH43522				
OG0021343	KRH43526				
OG0021344	KRH43523				
OG0021345	KRH41691				
OG0021346	KRH45632				
OG0021347	KRH45631				
OG0021348	KRH41877				
OG0021349	KRH44611				
OG0021350	KRH41423				
OG0021351	KRH43932				
OG0021352	KRH44403				
OG0021353	KRH44486				
OG0021354	KRH42164				
OG0021355	KRH44754				
OG0021356	KRH44753				
OG0021357	KRH45807				
OG0021358	KRH46375				
OG0021359	KRH44912				
OG0021360	KRH44913				
OG0021361	KRH41620				
OG0021362	KRH45638				
OG0021363	KRH46948				
OG0021364	KRH43597				
OG0021365	KRH43596				
OG0021366	KRH42843				
OG0021367	KRH42842				
OG0021368	KRH46561				
OG0021369	KRH44148				
OG0021370	KRH41686				
OG0021371	KRH43123				
OG0021372	KRH43122				
OG0021373	KRH45750				
OG0021374	KRH45996				
OG0021375	KRH41781				
OG0021376	KRH40999				
OG0021377	KRH41000				
OG0021378	KRH45608				
OG0021379	KRH41652				
OG0021380	KRH41650				
OG0021381	KRH45733				
OG0021382	KRH43070				
OG0021383	KRH44994				
OG0021384	KRH44995				
OG0021385	KRH44993				
OG0021386	KRH42313				
OG0021387	KRH42314				
OG0021388	KRH42312				
OG0021389	KRH46452				
OG0021390	KRH42364				
OG0021391	KRH42562				
OG0021392	KRH44034				
OG0021393	KRH46358				
OG0021394	KRH45985				
OG0021395	KRH42560				
OG0021396	KRH44078				
OG0021397	KRH44077				
OG0021398	KRH41252				
OG0021399	KRH42228				
OG0021400	KRH42229				
OG0021401	KRH44713				
OG0021402	KRH46576				
OG0021403	KRH46559				
OG0021404	KRH44626				
OG0021405	KRH44596				
OG0021406	KRH44600				
OG0021407	KRH44599				
OG0021408	KRH44598				
OG0021409	KRH44597				
OG0021410	KRH44595				
OG0021411	KRH44594				
OG0021412	KRH45831				
OG0021413	KRH43045				
OG0021414	KRH43046				
OG0021415	KRH41674				
OG0021416	KRH46555				
OG0021417	KRH45756				
OG0021418	KRH45757				
OG0021419	KRH45755				
OG0021420	KRH43005				
OG0021421	KRH44151				
OG0021422	KRH44152				
OG0021423	KRH44926				
OG0021424	KRH45516				
OG0021425	KRH45362				
OG0021426	KRH42821				
OG0021427	KRH45889				
OG0021428	KRH45888				
OG0021429	KRH45973				
OG0021430	KRH45974				
OG0021431	KRH41485				
OG0021432	KRH41484				
OG0021433	KRH41482				
OG0021434	KRH41483				
OG0021435	KRH40947				
OG0021436	KRH41491				
OG0021437	KRH45244				
OG0021438	KRH44633				
OG0021439	KRH44634				
OG0021440	KRH41155				
OG0021441	KRH46567				
OG0021442	KRH44514				
OG0021443	KRH45995				
OG0021444	KRH43127				
OG0021445	KRH43126				
OG0021446	KRH43116				
OG0021447	KRH45276				
OG0021448	KRH43862				
OG0021449	KRH41752				
OG0021450	KRH42507				
OG0021451	KRH44870				
OG0021452	KRH45054				
OG0021453	KRH41372				
OG0021454	KRH44426				
OG0021455	KRH46462				
OG0021456	KRH46463				
OG0021457	KRH46464				
OG0021458	KRH46461				
OG0021459	KRH46549				
OG0021460	KRH42086				
OG0021461	KRH44816				
OG0021462	KRH45890				
OG0021463	KRH42347				
OG0021464	KRH42349				
OG0021465	KRH42348				
OG0021466	KRH46794				
OG0021467	KRH43165				
OG0021468	KRH43019				
OG0021469	KRH43020				
OG0021470	KRH45407				
OG0021471	KRH42425				
OG0021472	KRH41922				
OG0021473	KRH42954				
OG0021474	KRH44677				
OG0021475	KRH44679				
OG0021476	KRH44678				
OG0021477	KRH45439				
OG0021478	KRH43466				
OG0021479	KRH45459				
OG0021480	KRH44387				
OG0021481	KRH44386				
OG0021482	KRH41956				
OG0021483	KRH41957				
OG0021484	KRH46857				
OG0021485	KRH46854				
OG0021486	KRH46168				
OG0021487	KRH42514				
OG0021488	KRH42513				
OG0021489	KRH41774				
OG0021490	KRH43910				
OG0021491	KRH41118				
OG0021492	KRH43580				
OG0021493	KRH45167				
OG0021494	KRH46674				
OG0021495	KRH42754				
OG0021496	KRH42755				
OG0021497	KRH45688				
OG0021498	KRH43710				
OG0021499	KRH45091				
OG0021500	KRH41508				
OG0021501	KRH41507				
OG0021502	KRH43228				
OG0021503	KRH46671				
OG0021504	KRH43376				
OG0021505	KRH46167				
OG0021506	KRH44766				
OG0021507	KRH44767				
OG0021508	KRH43926				
OG0021509	KRH44686				
OG0021510	KRH45842				
OG0021511	KRH41942				
OG0021512	KRH44796				
OG0021513	KRH46495				
OG0021514	KRH43049				
OG0021515	KRH43683				
OG0021516	KRH43684				
OG0021517	KRH44783				
OG0021518	KRH45219				
OG0021519	KRH44351				
OG0021520	KRH40963				
OG0021521	KRH43125				
OG0021522	KRH42643				
OG0021523	KRH43686				
OG0021524	KRH43732				
OG0021525	KRH45433				
OG0021526	KRH45039				
OG0021527	KRH43555				
OG0021528	KRH43556				
OG0021529	KRH46641				
OG0021530	KRH41541				
OG0021531	KRH45130				
OG0021532	KRH44230				
OG0021533	KRH42145				
OG0021534	KRH45009				
OG0021535	KRH43697				
OG0021536	KRH43718				
OG0021537	KRH44786				
OG0021538	KRH44922				
OG0021539	KRH42765				
OG0021540	KRH46569				
OG0021541	KRH42204				
OG0021542	KRH45063				
OG0021543	KRH41383				
OG0021544	KRH42144				
OG0021545	KRH45394				
OG0021546	KRH44336				
OG0021547	KRH44337				
OG0021548	KRH43845				
OG0021549	KRH46666				
OG0021550	KRH44145				
OG0021551	KRH43307				
OG0021552	KRH43667				
OG0021553	KRH43668				
OG0021554	KRH46340				
OG0021555	KRH46277				
OG0021556	KRH45422				
OG0021557	KRH45382				
OG0021558	KRH42467				
OG0021559	KRH45949				
OG0021560	KRH46909				
OG0021561	KRH45522				
OG0021562	KRH45523				
OG0021563	KRH42880				
OG0021564	KRH45878				
OG0021565	KRH43310				
OG0021566	KRH43459				
OG0021567	KRH42139				
OG0021568	KRH43078				
OG0021569	KRH41345				
OG0021570	KRH45421				
OG0021571	KRH41275				
OG0021572	KRH44445				
OG0021573	KRH43568				
OG0021574	KRH45440				
OG0021575	KRH45071				
OG0021576	KRH43057				
OG0021577	KRH43290				
OG0021578	KRH46501				
OG0021579	KRH46478				
OG0021580	KRH44804				
OG0021581	KRH41586				
OG0021582	KRH41585				
OG0021583	KRH41587				
OG0021584	KRH44915				
OG0021585	KRH44914				
OG0021586	KRH45348				
OG0021587	KRH42435				
OG0021588	KRH46245				
OG0021589	KRH41684				
OG0021590	KRH42781				
OG0021591	KRH41233				
OG0021592	KRH46027				
OG0021593	KRH41402				
OG0021594	KRH43613				
OG0021595	KRH43612				
OG0021596	KRH44533				
OG0021597	KRH41617				
OG0021598	KRH41465				
OG0021599	KRH43964				
OG0021600	KRH43883				
OG0021601	KRH41713				
OG0021602	KRH43646				
OG0021603	KRH42926				
OG0021604	KRH41501				
OG0021605	KRH41499				
OG0021606	KRH41500				
OG0021607	KRH41502				
OG0021608	KRH41497				
OG0021609	KRH46232				
OG0021610	KRH45955				
OG0021611	KRH45956				
OG0021612	KRH45451				
OG0021613	KRH46216				
OG0021614	KRH43465				
OG0021615	KRH43298				
OG0021616	KRH46900				
OG0021617	KRH42807				
OG0021618	KRH46447				
OG0021619	KRH43742				
OG0021620	KRH44364				
OG0021621	KRH44263				
OG0021622	KRH44262				
OG0021623	KRH44240				
OG0021624	KRH46207				
OG0021625	KRH46775				
OG0021626	KRH46101				
OG0021627	KRH46910				
OG0021628	KRH45045				
OG0021629	KRH43547				
OG0021630	KRH43003				
OG0021631	KRH45457				
OG0021632	KRH43946				
OG0021633	KRH44219				
OG0021634	KRH44218				
OG0021635	KRH46937				
OG0021636	KRH45613				
OG0021637	KRH43444				
OG0021638	KRH41433				
OG0021639	KRH41432				
OG0021640	KRH41431				
OG0021641	KRH45822				
OG0021642	KRH44245				
OG0021643	KRH45308				
OG0021644	KRH45307				
OG0021645	KRH42237				
OG0021646	KRH41773				
OG0021647	KRH42011				
OG0021648	KRH42010				
OG0021649	KRH46178				
OG0021650	KRH43059				
OG0021651	KRH46707				
OG0021652	KRH46706				
OG0021653	KRH42869				
OG0021654	KRH46562				
OG0021655	KRH46005				
OG0021656	KRH43482				
OG0021657	KRH43484				
OG0021658	KRH43487				
OG0021659	KRH43485				
OG0021660	KRH43483				
OG0021661	KRH43486				
OG0021662	KRH44950				
OG0021663	KRH46795				
OG0021664	KRH42898				
OG0021665	KRH46551				
OG0021666	KRH41400				
OG0021667	KRH41399				
OG0021668	KRH43494				
OG0021669	KRH42740				
OG0021670	KRH45387				
OG0021671	KRH46151				
OG0021672	KRH46150				
OG0021673	KRH46553				
OG0021674	KRH41972				
OG0021675	KRH46868				
OG0021676	KRH41919				
OG0021677	KRH46108				
OG0021678	KRH46107				
OG0021679	KRH41391				
OG0021680	KRH41392				
OG0021681	KRH43318				
OG0021682	KRH44150				
OG0021683	KRH44149				
OG0021684	KRH41993				
OG0021685	KRH46799				
OG0021686	KRH41576				
OG0021687	KRH42460				
OG0021688	KRH46734				
OG0021689	KRH44369				
OG0021690	KRH43230				
OG0021691	KRH41783				
OG0021692	KRH46479				
OG0021693	KRH43151				
OG0021694	KRH45350				
OG0021695	KRH45579				
OG0021696	KRH43754				
OG0021697	KRH46003				
OG0021698	KRH42241				
OG0021699	KRH43846				
OG0021700	KRH46064				
OG0021701	KRH46446				
OG0021702	KRH41171				
OG0021703	KRH45531				
OG0021704	KRH46828				
OG0021705	KRH43039				
OG0021706	KRH44589				
OG0021707	KRH45127				
OG0021708	KRH42525				
OG0021709	KRH43084				
OG0021710	KRH41045				
OG0021711	KRH41046				
OG0021712	KRH45172				
OG0021713	KRH42466				
OG0021714	KRH41799				
OG0021715	KRH42385				
OG0021716	KRH41439				
OG0021717	KRH45040				
OG0021718	KRH40943				
OG0021719	KRH40944				
OG0021720	KRH43713				
OG0021721	KRH45550				
OG0021722	KRH46407				
OG0021723	KRH41070				
OG0021724	KRH43474				
OG0021725	KRH42100				
OG0021726	KRH45293				
OG0021727	KRH41549				
OG0021728	KRH41550				
OG0021729	KRH44477				
OG0021730	KRH42577				
OG0021731	KRH42815				
OG0021732	KRH41050				
OG0021733	KRH44160				
OG0021734	KRH44159				
OG0021735	KRH45055				
OG0021736	KRH45273				
OG0021737	KRH44120				
OG0021738	KRH42032				
OG0021739	KRH42033				
OG0021740	KRH44347				
OG0021741	KRH46306				
OG0021742	KRH41229				
OG0021743	KRH46642				
OG0021744	KRH46643				
OG0021745	KRH41009				
OG0021746	KRH41010				
OG0021747	KRH45669				
OG0021748	KRH41834				
OG0021749	KRH45312				
OG0021750	KRH45960				
OG0021751	KRH46018				
OG0021752	KRH44093				
OG0021753	KRH43592				
OG0021754	KRH46507				
OG0021755	KRH41885				
OG0021756	KRH46806				
OG0021757	KRH45958				
OG0021758	KRH42924				
OG0021759	KRH42587				
OG0021760	KRH45634				
OG0021761	KRH45115				
OG0021762	KRH41227				
OG0021763	KRH42838				
OG0021764	KRH43917				
OG0021765	KRH46899				
OG0021766	KRH46560				
OG0021767	KRH43774				
OG0021768	KRH43911				
OG0021769	KRH46244				
OG0021770	KRH46243				
OG0021771	KRH43752				
OG0021772	KRH44165				
OG0021773	KRH44166				
OG0021774	KRH42257				
OG0021775	KRH46758				
OG0021776	KRH45074				
OG0021777	KRH42833				
OG0021778	KRH42834				
OG0021779	KRH41751				
OG0021780	KRH45128				
OG0021781	KRH41216				
OG0021782	KRH41655				
OG0021783	KRH43345				
OG0021784	KRH45937				
OG0021785	KRH44517				
OG0021786	KRH45034				
OG0021787	KRH46565				
OG0021788	KRH43407				
OG0021789	KRH43406				
OG0021790	KRH44691				
OG0021791	KRH46266				
OG0021792	KRH46105				
OG0021793	KRH45653				
OG0021794	KRH44220				
OG0021795	KRH42802				
OG0021796	KRH43643				
OG0021797	KRH43835				
OG0021798	KRH43836				
OG0021799	KRH46408				
OG0021800	KRH41517				
OG0021801	KRH46824				
OG0021802	KRH42712				
OG0021803	KRH43945				
OG0021804	KRH42991				
OG0021805	KRH42339				
OG0021806	KRH44952				
OG0021807	KRH44951				
OG0021808	KRH44953				
OG0021809	KRH42259				
OG0021810	KRH45000				
OG0021811	KRH42166				
OG0021812	KRH46472				
OG0021813	KRH46513				
OG0021814	KRH44930				
OG0021815	KRH41170				
OG0021816	KRH46000				
OG0021817	KRH45999				
OG0021818	KRH43328				
OG0021819	KRH41054				
OG0021820	KRH46267				
OG0021821	KRH42702				
OG0021822	KRH44322				
OG0021823	KRH43787				
OG0021824	KRH45505				
OG0021825	KRH46405				
OG0021826	KRH46893				
OG0021827	KRH42361				
OG0021828	KRH43368				
OG0021829	KRH42704				
OG0021830	KRH44475				
OG0021831	KRH45420				
OG0021832	KRH42521				
OG0021833	KRH41515				
OG0021834	KRH41022				
OG0021835	KRH43898				
OG0021836	KRH43899				
OG0021837	KRH44632				
OG0021838	KRH41832				
OG0021839	KRH46379				
OG0021840	KRH45123				
OG0021841	KRH43135				
OG0021842	KRH45253				
OG0021843	KRH42927				
OG0021844	KRH46532				
OG0021845	KRH42022				
OG0021846	KRH45386				
OG0021847	KRH46196				
OG0021848	KRH46788				
OG0021849	KRH44502				
OG0021850	KRH40960				
OG0021851	KRH46659				
OG0021852	KRH43866				
OG0021853	KRH45194				
OG0021854	KRH45529				
OG0021855	KRH45528				
OG0021856	KRH42018				
OG0021857	KRH45088				
OG0021858	KRH45534				
OG0021859	KRH45405				
OG0021860	KRH42280				
OG0021861	KRH41700				
OG0021862	KRH42255				
OG0021863	KRH43750				
OG0021864	KRH42644				
OG0021865	KRH46928				
OG0021866	KRH41385				
OG0021867	KRH43769				
OG0021868	KRH42720				
OG0021869	KRH43449				
OG0021870	KRH44217				
OG0021871	KRH44233				
OG0021872	KRH43067				
OG0021873	KRH41535				
OG0021874	KRH42624				
OG0021875	KRH44184				
OG0021876	KRH44185				
OG0021877	KRH41842				
OG0021878	KRH41841				
OG0021879	KRH46889				
OG0021880	KRH44610				
OG0021881	KRH44551				
OG0021882	KRH42360				
OG0021883	KRH43621				
OG0021884	KRH42420				
OG0021885	KRH42554				
OG0021886	KRH45744				
OG0021887	KRH44142				
OG0021888	KRH41868				
OG0021889	KRH41543				
OG0021890	KRH41039				
OG0021891	KRH45353				
OG0021892	KRH45084				
OG0021893	KRH44923				
OG0021894	KRH41426				
OG0021895	KRH44797				
OG0021896	KRH42691				
OG0021897	KRH42278				
OG0021898	KRH42140				
OG0021899	KRH44705				
OG0021900	KRH46945				
OG0021901	KRH42928				
OG0021902	KRH46236				
OG0021903	KRH45277				
OG0021904	KRH43115				
OG0021905	KRH41645				
OG0021906	KRH42891				
OG0021907	KRH41747				
OG0021908	KRH42778				
OG0021909	KRH45261				
OG0021910	KRH46705				
OG0021911	KRH42227				
OG0021912	KRH45735				
OG0021913	KRH45734				
OG0021914	KRH45391				
OG0021915	KRH45761				
OG0021916	KRH44388				
OG0021917	KRH45213				
OG0021918	KRH45178				
OG0021919	KRH43957				
OG0021920	KRH45309				
OG0021921	KRH46338				
OG0021922	KRH46337				
OG0021923	KRH45339				
OG0021924	KRH43712				
OG0021925	KRH43711				
OG0021926	KRH43142				
OG0021927	KRH45310				
OG0021928	KRH42275				
OG0021929	KRH46008				
OG0021930	KRH41974				
OG0021931	KRH43186				
OG0021932	KRH41833				
OG0021933	KRH45639				
OG0021934	KRH45291				
OG0021935	KRH45290				
OG0021936	KRH45542				
OG0021937	KRH46322				
OG0021938	KRH41766				
OG0021939	KRH44299				
OG0021940	KRH44385				
OG0021941	KRH41685				
OG0021942	KRH45116				
OG0021943	KRH46409				
OG0021944	KRH46269				
OG0021945	KRH42130				
OG0021946	KRH44703				
OG0021947	KRH42268				
OG0021948	KRH46829				
OG0021949	KRH43545				
OG0021950	KRH43087				
OG0021951	KRH44221				
OG0021952	KRH44222				
OG0021953	KRH42840				
OG0021954	KRH41997				
OG0021955	KRH42266				
OG0021956	KRH44612				
OG0021957	KRH42739				
OG0021958	KRH45880				
OG0021959	KRH41422				
OG0021960	KRH46458				
OG0021961	KRH46604				
OG0021962	KRH41992				
OG0021963	KRH41991				
OG0021964	KRH46052				
OG0021965	KRH44360				
OG0021966	KRH44359				
OG0021967	KRH46667				
OG0021968	KRH43006				
OG0021969	KRH45991				
OG0021970	KRH45990				
OG0021971	KRH42437				
OG0021972	KRH41542				
OG0021973	KRH45666				
OG0021974	KRH43792				
OG0021975	KRH41373				
OG0021976	KRH41110				
OG0021977	KRH41278				
OG0021978	KRH42021				
OG0021979	KRH43025				
OG0021980	KRH45135				
OG0021981	KRH44232				
OG0021982	KRH43324				
OG0021983	KRH43509				
OG0021984	KRH45173				
OG0021985	KRH43234				
OG0021986	KRH43325				
OG0021987	KRH42240				
OG0021988	KRH44361				
OG0021989	KRH41115				
OG0021990	KRH45882				
OG0021991	KRH42383				
OG0021992	KRH43611				
OG0021993	KRH44300				
OG0021994	KRH41966				
OG0021995	KRH46110				
OG0021996	KRH42905				
OG0021997	KRH45006				
OG0021998	KRH43261				
OG0021999	KRH41466				
OG0022000	KRH45002				
OG0022001	KRH43614				
OG0022002	KRH41744				
OG0022003	KRH41743				
OG0022004	KRH44063				
OG0022005	KRH42667				
OG0022006	KRH44825				
OG0022007	KRH40936				
OG0022008	KRH46400				
OG0022009	KRH46921				
OG0022010	KRH42713				
OG0022011	KRH43451				
OG0022012	KRH46633				
OG0022013	KRH40933				
OG0022014	KRH42648				
OG0022015	KRH42649				
OG0022016	KRH42074				
OG0022017	KRH46034				
OG0022018	KRH41552				
OG0022019	KRH45080				
OG0022020	KRH43717				
OG0022021	KRH41521				
OG0022022	KRH42320				
OG0022023	KRH45997				
OG0022024	KRH44520				
OG0022025	KRH46883				
OG0022026	KRH42756				
OG0022027	KRH44516				
OG0022028	KRH45893				
OG0022029	KRH41765				
OG0022030	KRH46183				
OG0022031	KRH44921				
OG0022032	KRH45126				
OG0022033	KRH46658				
OG0022034	KRH41347				
OG0022035	KRH45540				
OG0022036	KRH42849				
OG0022037	KRH46323				
OG0022038	KRH45572				
OG0022039	KRH42916				
OG0022040	KRH43429				
OG0022041	KRH42176				
OG0022042	KRH43888				
OG0022043	KRH46556				
OG0022044	KRH41735				
OG0022045	KRH44081				
OG0022046	KRH45720				
OG0022047	KRH46194				
OG0022048	KRH45875				
OG0022049	KRH42462				
OG0022050	KRH42650				
OG0022051	KRH44205				
OG0022052	KRH42862				
OG0022053	KRH46094				
OG0022054	KRH43842				
OG0022055	KRH45096				
OG0022056	KRH42299				
OG0022057	KRH46136				
OG0022058	KRH43322				
OG0022059	KRH45431				
OG0022060	KRH43877				
OG0022061	KRH45672				
OG0022062	KRH46943				
OG0022063	KRH44036				
OG0022064	KRH45117				
OG0022065	KRH41847				
OG0022066	KRH44864				
OG0022067	KRH41201				
